"","rrightAndAll","index","rThinkAndRight"
"124",0.526315789473684,124,0.769230769230769
"125",0.315789473684211,125,0.6
"126",0.210526315789474,126,0.5
"127",0.368421052631579,127,1
"128",0.526315789473684,128,0.769230769230769
"129",0.421052631578947,129,0.888888888888889
"130",0.631578947368421,130,0.8
"131",0.263157894736842,131,0.833333333333333
"132",0.578947368421053,132,0.846153846153846
"133",0.526315789473684,133,0.714285714285714
"134",0.421052631578947,134,0.571428571428571
"135",0.526315789473684,135,0.714285714285714
"136",0.631578947368421,136,0.923076923076923
"137",0.315789473684211,137,0.666666666666667
"138",0.684210526315789,138,0.684210526315789
"139",0.315789473684211,139,0.5
"140",0.368421052631579,140,0.777777777777778
"141",0.421052631578947,141,0.571428571428571
"142",0.526315789473684,142,0.666666666666667
"143",0.315789473684211,143,1
"144",0.263157894736842,144,0.625
"145",0.526315789473684,145,0.769230769230769
"146",0.631578947368421,146,0.8
"147",0.526315789473684,147,0.769230769230769
"148",0.526315789473684,148,0.769230769230769
"149",0.631578947368421,149,0.705882352941177
"150",0.578947368421053,150,0.916666666666667
"151",0.315789473684211,151,0.545454545454545
"152",0.684210526315789,152,0.8125
"153",0.736842105263158,153,0.736842105263158
"154",0.263157894736842,154,0.833333333333333
"155",0.473684210526316,155,0.5
"156",0.421052631578947,156,0.888888888888889
"157",0,157,0
"158",0.684210526315789,158,0.684210526315789
"159",0.210526315789474,159,0.5
"160",0.368421052631579,160,0.777777777777778
"161",0.526315789473684,161,0.666666666666667
"162",0.473684210526316,162,0.692307692307692
"163",0.578947368421053,163,0.611111111111111
"164",0.578947368421053,164,0.578947368421053
"165",0.526315789473684,165,0.714285714285714
"166",0.473684210526316,166,0.692307692307692
"167",0.631578947368421,167,0.857142857142857
"168",0.368421052631579,168,0.7
"169",0.263157894736842,169,0.714285714285714
"170",0.0526315789473684,170,1
"171",0.105263157894737,171,1
"172",0.526315789473684,172,0.769230769230769
"173",0.578947368421053,173,0.916666666666667
"174",0.368421052631579,174,0.875
"175",0.631578947368421,175,0.705882352941177
"176",0.421052631578947,176,0.666666666666667
"177",0.526315789473684,177,0.666666666666667
"178",0.315789473684211,178,0.857142857142857
"179",0.473684210526316,179,0.692307692307692
"180",0.210526315789474,180,0.571428571428571
"181",0.631578947368421,181,0.631578947368421
"182",0.315789473684211,182,0.5
"183",0.526315789473684,183,0.555555555555556
"184",0.421052631578947,184,0.888888888888889
"185",0.157894736842105,185,0.6
"186",0.263157894736842,186,1
"187",0.473684210526316,187,1
"188",0.421052631578947,188,0.727272727272727
"189",0.473684210526316,189,0.692307692307692
"190",0.368421052631579,190,0.636363636363636
"191",0.368421052631579,191,0.583333333333333
"192",0.526315789473684,192,0.588235294117647
"193",0.578947368421053,193,0.611111111111111
"194",0.578947368421053,194,0.916666666666667
"195",0.263157894736842,195,0.555555555555556
"196",0.421052631578947,196,0.571428571428571
"197",0.421052631578947,197,0.615384615384615
"198",0.421052631578947,198,0.615384615384615
"199",0.578947368421053,199,0.733333333333333
"200",0.421052631578947,200,0.615384615384615
"201",0.526315789473684,201,0.769230769230769
"202",0.421052631578947,202,0.727272727272727
"203",0.526315789473684,203,0.833333333333333
"204",0.421052631578947,204,0.615384615384615
"205",0.526315789473684,205,0.714285714285714
"206",0.210526315789474,206,1
"207",0.263157894736842,207,0.454545454545455
"208",0.210526315789474,208,0.666666666666667
"209",0.526315789473684,209,0.588235294117647
"210",0.105263157894737,210,0.2
"211",0.526315789473684,211,0.714285714285714
"212",0.578947368421053,212,0.611111111111111
"213",0.315789473684211,213,0.4
"214",0.473684210526316,214,0.9
"215",0.526315789473684,215,0.769230769230769
"216",0.368421052631579,216,0.875
"217",0.473684210526316,217,0.642857142857143
"218",0.473684210526316,218,0.75
"219",0.315789473684211,219,1
"220",0.157894736842105,220,0.75
"221",0.526315789473684,221,0.714285714285714
"222",0.263157894736842,222,0.555555555555556
"223",0.210526315789474,223,0.666666666666667
"224",0.263157894736842,224,0.714285714285714
"225",0.368421052631579,225,0.583333333333333
"226",0.421052631578947,226,0.666666666666667
"227",0.421052631578947,227,0.666666666666667
"228",0.473684210526316,228,0.642857142857143
"229",0.421052631578947,229,0.666666666666667
"230",0.473684210526316,230,0.692307692307692
"231",0.368421052631579,231,0.7
"232",0.526315789473684,232,0.833333333333333
"233",0.578947368421053,233,0.578947368421053
"234",0.578947368421053,234,0.578947368421053
"235",0.421052631578947,235,0.727272727272727
"236",0.368421052631579,236,0.7
"237",0.421052631578947,237,0.727272727272727
"238",0.421052631578947,238,0.888888888888889
"239",0.368421052631579,239,0.583333333333333
"240",0.526315789473684,240,0.833333333333333
"241",0.526315789473684,241,0.909090909090909
"242",0.473684210526316,242,0.75
"243",0.578947368421053,243,0.785714285714286
"244",0.526315789473684,244,0.625
"245",0.526315789473684,245,0.588235294117647
"246",0.578947368421053,246,0.6875
"247",0.210526315789474,247,0.333333333333333
"248",0.473684210526316,248,0.642857142857143
"249",0.368421052631579,249,0.4375
"250",0.368421052631579,250,0.5
"251",0.421052631578947,251,0.727272727272727
"252",0.368421052631579,252,0.777777777777778
"253",0.263157894736842,253,1
"254",0.105263157894737,254,1
"255",0.421052631578947,255,0.615384615384615
"256",0.684210526315789,256,0.684210526315789
"257",0.631578947368421,257,0.705882352941177
"258",0.473684210526316,258,0.9
"259",0.368421052631579,259,0.777777777777778
"260",0.684210526315789,260,0.764705882352941
"261",0.631578947368421,261,0.705882352941177
"262",0.684210526315789,262,0.684210526315789
"263",0.473684210526316,263,0.6
"264",0.368421052631579,264,0.777777777777778
"265",0.421052631578947,265,0.8
"266",0.368421052631579,266,0.777777777777778
"267",0.210526315789474,267,0.8
"268",0.631578947368421,268,0.666666666666667
"269",0.526315789473684,269,0.555555555555556
"270",0.473684210526316,270,0.6
"271",0.631578947368421,271,0.666666666666667
"272",0.631578947368421,272,0.75
"273",0.473684210526316,273,1
"274",0.736842105263158,274,0.736842105263158
"275",0.526315789473684,275,0.833333333333333
"276",0.421052631578947,276,0.888888888888889
"277",0.421052631578947,277,0.615384615384615
"278",0.421052631578947,278,0.888888888888889
"279",0.368421052631579,279,0.466666666666667
"280",0.263157894736842,280,0.714285714285714
"281",0.473684210526316,281,0.692307692307692
"282",0.578947368421053,282,0.578947368421053
"283",0.631578947368421,283,0.8
"284",0.473684210526316,284,0.818181818181818
"285",0.210526315789474,285,0.8
"286",0.526315789473684,286,0.714285714285714
"287",0.526315789473684,287,0.769230769230769
"288",0.368421052631579,288,0.777777777777778
"289",0.368421052631579,289,0.875
"290",0.526315789473684,290,0.769230769230769
"291",0.526315789473684,291,0.666666666666667
"292",0.315789473684211,292,0.857142857142857
"293",0.473684210526316,293,0.75
"294",0.631578947368421,294,0.705882352941177
"295",0.631578947368421,295,0.923076923076923
"296",0.578947368421053,296,0.6875
"297",0.421052631578947,297,0.666666666666667
"298",0.473684210526316,298,0.75
"299",0.473684210526316,299,0.5625
"300",0.421052631578947,300,0.727272727272727
"301",0.526315789473684,301,0.588235294117647
"302",0.315789473684211,302,0.6
"303",0.263157894736842,303,0.454545454545455
"304",0,304,0
"305",0.421052631578947,305,0.727272727272727
"306",0.105263157894737,306,0.2
"307",0.315789473684211,307,0.6
"308",0.315789473684211,308,0.666666666666667
"309",0.421052631578947,309,0.727272727272727
"310",0.421052631578947,310,0.727272727272727
